order,edge probability,query execution time,found,timestamp
2,0.9,5,true,10:47:08
2,0.9,5,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,3,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
2,0.9,4,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,6,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,6,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
3,0.9,5,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,8,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:08
4,0.9,7,true,10:47:09
4,0.9,7,true,10:47:09
4,0.9,8,true,10:47:09
4,0.9,8,true,10:47:09
4,0.9,8,true,10:47:09
4,0.9,7,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,13,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,11,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
5,0.9,12,true,10:47:09
6,0.9,23,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,24,true,10:47:09
6,0.9,28,true,10:47:09
6,0.9,27,true,10:47:09
6,0.9,28,true,10:47:09
6,0.9,27,true,10:47:09
6,0.9,20,true,10:47:10
6,0.9,19,true,10:47:10
6,0.9,20,true,10:47:10
6,0.9,20,true,10:47:10
6,0.9,18,true,10:47:10
6,0.9,19,true,10:47:10
6,0.9,19,true,10:47:10
6,0.9,18,true,10:47:10
7,0.9,29,true,10:47:10
7,0.9,29,true,10:47:10
7,0.9,29,true,10:47:10
7,0.9,37,true,10:47:10
7,0.9,37,true,10:47:10
7,0.9,37,true,10:47:10
7,0.9,37,true,10:47:10
7,0.9,46,true,10:47:10
7,0.9,31,true,10:47:10
7,0.9,39,true,10:47:10
7,0.9,31,true,10:47:10
7,0.9,31,true,10:47:10
7,0.9,39,true,10:47:11
7,0.9,39,true,10:47:11
7,0.9,39,true,10:47:11
7,0.9,39,true,10:47:11
7,0.9,77,true,10:47:11
7,0.9,76,true,10:47:11
7,0.9,77,true,10:47:11
7,0.9,76,true,10:47:11
8,0.9,516,true,10:47:12
8,0.9,562,true,10:47:13
8,0.9,553,true,10:47:13
8,0.9,555,true,10:47:14
8,0.9,161,true,10:47:14
8,0.9,160,true,10:47:14
8,0.9,159,true,10:47:15
8,0.9,158,true,10:47:15
8,0.9,340,true,10:47:15
8,0.9,338,true,10:47:16
8,0.9,340,true,10:47:16
8,0.9,335,true,10:47:16
8,0.9,403,true,10:47:17
8,0.9,397,true,10:47:18
8,0.9,431,true,10:47:18
8,0.9,401,true,10:47:19
8,0.9,347,true,10:47:19
8,0.9,336,true,10:47:20
8,0.9,335,true,10:47:20
8,0.9,337,true,10:47:20
9,0.9,2179,true,10:47:25
9,0.9,2033,true,10:47:27
9,0.9,2003,true,10:47:29
9,0.9,2227,true,10:47:31
9,0.9,3953,true,10:47:39
9,0.9,3914,true,10:47:43
