order,edge probability,query execution time,found,timestamp
2,0.8,8,true,04:34:24
2,0.8,7,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,7,true,04:34:24
2,0.8,7,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,7,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,7,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,true,04:34:24
2,0.8,8,false,04:34:24
2,0.8,8,false,04:34:24
2,0.8,8,false,04:34:24
2,0.8,8,false,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,8,true,04:34:24
3,0.8,10,true,04:34:24
3,0.8,10,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,10,true,04:34:25
3,0.8,10,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,8,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,9,true,04:34:25
3,0.8,9,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,10,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,8,true,04:34:25
4,0.8,9,true,04:34:25
4,0.8,9,true,04:34:25
5,0.8,10,true,04:34:25
5,0.8,10,true,04:34:25
5,0.8,10,true,04:34:25
5,0.8,9,true,04:34:25
5,0.8,9,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:25
5,0.8,8,true,04:34:26
5,0.8,8,true,04:34:26
5,0.8,8,true,04:34:26
5,0.8,8,true,04:34:26
5,0.8,8,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,10,true,04:34:26
6,0.8,13,true,04:34:26
6,0.8,13,true,04:34:26
6,0.8,12,true,04:34:26
6,0.8,10,true,04:34:26
6,0.8,15,true,04:34:26
6,0.8,14,true,04:34:26
6,0.8,16,true,04:34:26
6,0.8,13,true,04:34:26
6,0.8,10,true,04:34:26
6,0.8,15,true,04:34:26
6,0.8,19,true,04:34:26
6,0.8,13,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,9,true,04:34:26
6,0.8,9,true,04:34:26
7,0.8,12,true,04:34:26
7,0.8,13,true,04:34:26
7,0.8,15,true,04:34:26
7,0.8,12,true,04:34:26
7,0.8,14,true,04:34:27
7,0.8,16,true,04:34:27
7,0.8,14,true,04:34:27
7,0.8,14,true,04:34:27
7,0.8,20,true,04:34:27
7,0.8,17,true,04:34:27
7,0.8,18,true,04:34:27
7,0.8,17,true,04:34:27
7,0.8,18,true,04:34:27
7,0.8,20,true,04:34:27
7,0.8,38,true,04:34:27
7,0.8,27,true,04:34:27
7,0.8,11,true,04:34:27
7,0.8,11,true,04:34:27
7,0.8,12,true,04:34:27
7,0.8,14,true,04:34:27
8,0.8,35,true,04:34:27
8,0.8,32,true,04:34:27
8,0.8,32,true,04:34:27
8,0.8,32,true,04:34:27
8,0.8,63,true,04:34:28
8,0.8,66,true,04:34:28
8,0.8,62,true,04:34:28
8,0.8,66,true,04:34:28
8,0.8,39,true,04:34:28
8,0.8,38,true,04:34:28
8,0.8,38,true,04:34:28
8,0.8,37,true,04:34:28
8,0.8,91,true,04:34:29
8,0.8,91,true,04:34:29
8,0.8,94,true,04:34:29
8,0.8,93,true,04:34:29
8,0.8,72,true,04:34:29
8,0.8,70,true,04:34:29
8,0.8,73,true,04:34:29
8,0.8,70,true,04:34:29
9,0.8,721,true,04:34:31
9,0.8,726,true,04:34:32
9,0.8,722,true,04:34:32
9,0.8,720,true,04:34:33
9,0.8,427,true,04:34:34
9,0.8,406,true,04:34:34
9,0.8,403,true,04:34:35
9,0.8,408,true,04:34:35
9,0.8,438,true,04:34:36
9,0.8,443,true,04:34:37
9,0.8,439,true,04:34:37
9,0.8,438,true,04:34:38
9,0.8,319,true,04:34:38
9,0.8,319,true,04:34:39
9,0.8,336,true,04:34:39
9,0.8,329,true,04:34:39
9,0.8,387,true,04:34:40
9,0.8,390,true,04:34:41
9,0.8,386,true,04:34:41
9,0.8,426,true,04:34:42
10,0.8,3943,true,04:34:50
10,0.8,4039,true,04:34:54
10,0.8,4169,true,04:34:58
10,0.8,4201,true,04:35:02
10,0.8,4528,true,04:35:11
10,0.8,4519,true,04:35:16
10,0.8,4515,true,04:35:20
10,0.8,4527,true,04:35:25
10,0.8,3069,true,04:35:31
10,0.8,3058,true,04:35:34
10,0.8,3093,true,04:35:37
10,0.8,3105,true,04:35:40
10,0.8,7072,true,04:35:55
10,0.8,7089,true,04:36:02
10,0.8,7125,true,04:36:09
10,0.8,7122,true,04:36:16
10,0.8,1250,true,04:36:19
10,0.8,1261,true,04:36:20
10,0.8,1260,true,04:36:21
10,0.8,1266,true,04:36:23
11,0.8,29500,true,04:37:22
11,0.8,29134,true,04:37:51
11,0.8,18597,true,04:38:10
11,0.8,17865,true,04:38:28
11,0.8,76386,true,04:40:59
11,0.8,47174,true,04:41:46
11,0.8,47086,true,04:42:33
11,0.8,47090,true,04:43:20
11,0.8,63160,true,04:45:27
11,0.8,39567,true,04:46:06
11,0.8,39477,true,04:46:46
11,0.8,39507,true,04:47:25
11,0.8,14423,true,04:47:55
11,0.8,14898,true,04:48:10
11,0.8,14363,true,04:48:24
11,0.8,15161,true,04:48:39
11,0.8,38944,true,04:49:58
11,0.8,25068,true,04:50:23
11,0.8,24996,true,04:50:48
11,0.8,25008,true,04:51:13
12,0.8,timeout,false,05:01:17
12,0.8,259191,true,05:05:36
12,0.8,258939,true,05:09:55
12,0.8,260322,true,05:14:15
12,0.8,timeout,false,05:24:21
12,0.8,timeout,false,05:29:23
12,0.8,timeout,false,05:34:25
12,0.8,timeout,false,05:39:27
12,0.8,88838,true,05:42:26
12,0.8,55776,true,05:43:22
12,0.8,55942,true,05:44:17
12,0.8,56989,true,05:45:14
12,0.8,timeout,false,05:55:18
12,0.8,timeout,false,06:00:20
12,0.8,timeout,false,06:05:22
12,0.8,timeout,false,06:10:24
12,0.8,timeout,false,06:20:29
12,0.8,timeout,false,06:25:31
12,0.8,timeout,false,06:30:33
12,0.8,timeout,false,06:35:35
13,0.8,timeout,false,06:45:40
13,0.8,timeout,false,06:50:42
13,0.8,timeout,false,06:55:44
13,0.8,timeout,false,07:00:46
13,0.8,timeout,false,07:10:51
13,0.8,timeout,false,07:15:53
13,0.8,timeout,false,07:20:55
13,0.8,timeout,false,07:25:58
13,0.8,timeout,false,07:36:02
13,0.8,timeout,false,07:41:04
13,0.8,timeout,false,07:46:06
13,0.8,timeout,false,07:51:09
13,0.8,timeout,false,08:01:13
13,0.8,timeout,false,08:06:15
13,0.8,timeout,false,08:11:17
13,0.8,timeout,false,08:16:19
13,0.8,timeout,false,08:26:24
13,0.8,timeout,false,08:31:26
13,0.8,timeout,false,08:36:29
13,0.8,timeout,false,08:41:31
14,0.8,timeout,false,08:51:36
14,0.8,timeout,false,08:56:39
14,0.8,timeout,false,09:01:41
14,0.8,timeout,false,09:06:43
14,0.8,timeout,false,09:16:48
14,0.8,timeout,false,09:21:50
14,0.8,timeout,false,09:26:52
14,0.8,timeout,false,09:31:54
14,0.8,timeout,false,09:42:00
14,0.8,timeout,false,09:47:02
14,0.8,timeout,false,09:52:04
14,0.8,timeout,false,09:57:06
14,0.8,timeout,false,10:07:12
14,0.8,timeout,false,10:12:14
14,0.8,timeout,false,10:17:16
14,0.8,timeout,false,10:22:18
14,0.8,timeout,false,10:32:24
14,0.8,timeout,false,10:37:26
14,0.8,timeout,false,10:42:28
14,0.8,timeout,false,10:47:30
15,0.8,timeout,false,10:57:36
15,0.8,timeout,false,11:02:38
15,0.8,timeout,false,11:07:40
15,0.8,timeout,false,11:12:42
15,0.8,timeout,false,11:22:48
15,0.8,timeout,false,11:27:50
15,0.8,timeout,false,11:32:52
15,0.8,timeout,false,11:37:54
15,0.8,timeout,false,11:47:59
15,0.8,timeout,false,11:53:02
15,0.8,timeout,false,11:58:04
15,0.8,timeout,false,12:03:06
15,0.8,timeout,false,12:13:12
15,0.8,timeout,false,12:18:14
15,0.8,timeout,false,12:23:16
15,0.8,timeout,false,12:28:18
15,0.8,timeout,false,12:38:24
15,0.8,timeout,false,12:43:26
15,0.8,timeout,false,12:48:28
15,0.8,timeout,false,12:53:31
16,0.8,timeout,false,13:03:36
16,0.8,timeout,false,13:08:38
16,0.8,timeout,false,13:13:40
16,0.8,timeout,false,13:18:42
16,0.8,timeout,false,13:28:49
16,0.8,timeout,false,13:33:52
16,0.8,timeout,false,13:38:54
16,0.8,timeout,false,13:43:56
16,0.8,timeout,false,13:54:01
16,0.8,timeout,false,13:59:04
16,0.8,timeout,false,14:04:06
16,0.8,timeout,false,14:09:08
16,0.8,timeout,false,14:19:13
16,0.8,timeout,false,14:24:15
16,0.8,timeout,false,14:29:18
16,0.8,timeout,false,14:34:20
16,0.8,timeout,false,14:44:24
16,0.8,timeout,false,14:49:27
16,0.8,timeout,false,14:54:29
16,0.8,timeout,false,14:59:31
17,0.8,timeout,false,15:09:36
17,0.8,timeout,false,15:14:38
17,0.8,timeout,false,15:19:41
17,0.8,timeout,false,15:24:43
17,0.8,timeout,false,15:34:48
17,0.8,timeout,false,15:39:50
17,0.8,timeout,false,15:44:53
