order,edge probability,query execution time,found,timestamp
2,0.3,9,true,12:06:01
2,0.3,7,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,4,true,12:06:01
2,0.3,4,true,12:06:01
2,0.3,4,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,5,true,12:06:01
2,0.3,6,true,12:06:01
2,0.3,6,true,12:06:01
2,0.3,6,true,12:06:01
2,0.3,6,true,12:06:01
3,0.3,5,true,12:06:01
3,0.3,5,true,12:06:01
3,0.3,5,true,12:06:01
3,0.3,5,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,4,true,12:06:01
3,0.3,5,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,7,true,12:06:01
3,0.3,6,true,12:06:01
3,0.3,5,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,5,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,5,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,7,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,5,true,12:06:01
4,0.3,6,true,12:06:01
4,0.3,5,true,12:06:01
5,0.3,10,true,12:06:01
5,0.3,10,true,12:06:01
5,0.3,9,true,12:06:01
5,0.3,9,true,12:06:01
5,0.3,6,true,12:06:01
5,0.3,6,true,12:06:01
5,0.3,6,true,12:06:01
5,0.3,6,true,12:06:01
5,0.3,9,true,12:06:01
5,0.3,8,true,12:06:01
5,0.3,8,true,12:06:01
5,0.3,7,true,12:06:01
5,0.3,7,true,12:06:02
5,0.3,7,true,12:06:02
5,0.3,7,true,12:06:02
5,0.3,7,true,12:06:02
5,0.3,9,true,12:06:02
5,0.3,9,true,12:06:02
5,0.3,10,true,12:06:02
5,0.3,9,true,12:06:02
6,0.3,10,true,12:06:02
6,0.3,10,true,12:06:02
6,0.3,10,true,12:06:02
6,0.3,10,true,12:06:02
6,0.3,6,true,12:06:02
6,0.3,6,true,12:06:02
6,0.3,5,true,12:06:02
6,0.3,6,true,12:06:02
6,0.3,5,true,12:06:02
6,0.3,5,true,12:06:02
6,0.3,5,true,12:06:02
6,0.3,5,true,12:06:02
6,0.3,13,true,12:06:02
6,0.3,13,true,12:06:02
6,0.3,13,true,12:06:02
6,0.3,13,true,12:06:02
6,0.3,7,true,12:06:02
6,0.3,7,true,12:06:02
6,0.3,7,true,12:06:02
6,0.3,7,true,12:06:02
7,0.3,5,true,12:06:02
7,0.3,5,true,12:06:02
7,0.3,5,true,12:06:02
7,0.3,5,true,12:06:02
7,0.3,11,true,12:06:02
7,0.3,12,true,12:06:02
7,0.3,13,true,12:06:02
7,0.3,11,true,12:06:02
7,0.3,307,true,12:06:03
7,0.3,305,true,12:06:03
7,0.3,305,true,12:06:03
7,0.3,311,true,12:06:04
7,0.3,15,true,12:06:04
7,0.3,16,true,12:06:04
7,0.3,15,true,12:06:04
7,0.3,15,true,12:06:04
7,0.3,131,true,12:06:04
7,0.3,131,true,12:06:04
7,0.3,131,true,12:06:04
7,0.3,130,true,12:06:04
8,0.3,21,true,12:06:04
8,0.3,20,true,12:06:04
8,0.3,20,true,12:06:05
8,0.3,20,true,12:06:05
8,0.3,24,true,12:06:05
8,0.3,23,true,12:06:05
8,0.3,24,true,12:06:05
8,0.3,23,true,12:06:05
8,0.3,12,true,12:06:05
8,0.3,12,true,12:06:05
8,0.3,12,true,12:06:05
8,0.3,12,true,12:06:05
8,0.3,141,true,12:06:05
8,0.3,140,true,12:06:05
8,0.3,141,true,12:06:05
8,0.3,142,true,12:06:06
8,0.3,14,true,12:06:06
8,0.3,14,true,12:06:06
8,0.3,13,true,12:06:06
8,0.3,13,true,12:06:06
9,0.3,135,true,12:06:06
9,0.3,135,true,12:06:06
9,0.3,136,true,12:06:06
9,0.3,136,true,12:06:06
9,0.3,9,true,12:06:06
9,0.3,9,true,12:06:06
9,0.3,9,true,12:06:06
9,0.3,10,true,12:06:06
9,0.3,23,true,12:06:06
9,0.3,23,true,12:06:06
9,0.3,24,true,12:06:07
9,0.3,23,true,12:06:07
9,0.3,13,true,12:06:07
9,0.3,13,true,12:06:07
9,0.3,13,true,12:06:07
9,0.3,13,true,12:06:07
9,0.3,24,true,12:06:07
9,0.3,24,true,12:06:07
9,0.3,24,true,12:06:07
9,0.3,26,true,12:06:07
10,0.3,72,true,12:06:07
10,0.3,73,true,12:06:07
10,0.3,95,true,12:06:07
10,0.3,72,true,12:06:07
10,0.3,175,true,12:06:08
10,0.3,173,true,12:06:08
10,0.3,175,true,12:06:08
10,0.3,174,true,12:06:08
10,0.3,40,true,12:06:08
10,0.3,38,true,12:06:08
10,0.3,39,true,12:06:08
10,0.3,38,true,12:06:08
10,0.3,91,true,12:06:09
10,0.3,93,true,12:06:09
10,0.3,92,true,12:06:09
10,0.3,91,true,12:06:09
10,0.3,737,true,12:06:10
10,0.3,737,true,12:06:11
10,0.3,743,true,12:06:12
10,0.3,736,true,12:06:13
11,0.3,11,true,12:06:13
11,0.3,11,true,12:06:13
11,0.3,11,true,12:06:13
11,0.3,11,true,12:06:13
11,0.3,20,true,12:06:13
11,0.3,20,true,12:06:13
11,0.3,20,true,12:06:13
11,0.3,20,true,12:06:13
11,0.3,700,true,12:06:14
11,0.3,694,true,12:06:15
11,0.3,689,true,12:06:16
11,0.3,765,true,12:06:17
11,0.3,57,true,12:06:17
11,0.3,58,true,12:06:17
11,0.3,58,true,12:06:17
11,0.3,58,true,12:06:17
11,0.3,4390,true,12:06:26
11,0.3,4371,true,12:06:30
11,0.3,4435,true,12:06:35
11,0.3,4337,true,12:06:39
12,0.3,37,true,12:06:39
12,0.3,39,true,12:06:39
12,0.3,42,true,12:06:39
12,0.3,38,true,12:06:39
12,0.3,14,true,12:06:39
